4.3.2.1.9                                         5410                                                                       GRANULOCYTE % (OF FLUID DIFF)                                                                                                                                                                                                                                  2.16.840.1.113883.3.42.127.56.281                 6201                                                                       GRANULOCYTE % (OF FLUID DIFF)                                                                                                                                                                                                                                  120140429160357465
4.3.2.1.9                                         546                                                                        AFB SMEAR                                                                                                                                                                                                                                                      2.16.840.1.113883.3.42.127.56.281                 3734                                                                       ACID FAST STAIN                                                                                                                                                                                                                                                120140429160357552
4.3.2.1.9                                         548                                                                        CULTURE & SUSCEPTIBILITY                                                                                                                                                                                                                                       2.16.840.1.113883.3.42.127.56.281                 4515                                                                       CULTURE                                                                                                                                                                                                                                                        120140429160357552
4.3.2.1.9                                         554                                                                        FUNGAL CULTURE                                                                                                                                                                                                                                                 2.16.840.1.113883.3.42.127.56.281                 2837                                                                       FUNGAL CULTURE                                                                                                                                                                                                                                                 120140429160357553
4.3.2.1.9                                         5683                                                                       rubella                                                                                                                                                                                                                                                        2.16.840.1.113883.3.42.127.56.281                 3239                                                                       rubella                                                                                                                                                                                                                                                        120140429160357553
4.3.2.1.9                                         5687                                                                       eGFR                                                                                                                                                                                                                                                           2.16.840.1.113883.3.42.127.56.281                 4514                                                                       eGFR                                                                                                                                                                                                                                                           120140429160357553
4.3.2.1.9                                         5688                                                                       creat gFR                                                                                                                                                                                                                                                      2.16.840.1.113883.3.42.127.56.281                 6187                                                                       creat gFR                                                                                                                                                                                                                                                      120140429160357553
4.3.2.1.9                                         5736                                                                       STREP SCREEN CULTURE CONFIRM                                                                                                                                                                                                                                   2.16.840.1.113883.3.42.127.56.281                 6217                                                                       STREP CULTURE                                                                                                                                                                                                                                                  120140429160357554
4.3.2.1.9                                         5737                                                                       RAPID STREP A ID (OF PANEL)                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.281                 6218                                                                       RAPID STREP A                                                                                                                                                                                                                                                  120140429160357554
4.3.2.1.9                                         5743                                                                       STREP A RAPID PANEL ID PANEL                                                                                                                                                                                                                                   2.16.840.1.113883.3.42.127.56.281                 6219                                                                       STREP A RAPID PANEL                                                                                                                                                                                                                                            120140429160357554
4.3.2.1.9                                         5747                                                                       GRAM STAIN VAG                                                                                                                                                                                                                                                 2.16.840.1.113883.3.42.127.56.281                 4647                                                                       GRAM STAIN VAG                                                                                                                                                                                                                                                 120140429160357555
4.3.2.1.9                                         5803                                                                       gsh                                                                                                                                                                                                                                                            2.16.840.1.113883.3.42.127.56.281                 1949                                                                       gsh                                                                                                                                                                                                                                                            120140429160357658
4.3.2.1.9                                         5813                                                                       MRSA SURVL NARES AGAR (DISCHARGE)                                                                                                                                                                                                                              2.16.840.1.113883.3.42.127.56.281                 4649                                                                       MRSA SURVL NARES AGAR (DISCHARGE)                                                                                                                                                                                                                              120140429160357658
4.3.2.1.9                                         5841                                                                       WBC FLD AUTO                                                                                                                                                                                                                                                   2.16.840.1.113883.3.42.127.56.281                 3264                                                                       WBC FLD AUTO                                                                                                                                                                                                                                                   120140429160357659
4.3.2.1.9                                         5842                                                                       RBC FLD AUTO                                                                                                                                                                                                                                                   2.16.840.1.113883.3.42.127.56.281                 4589                                                                       RBC FLD AUTO                                                                                                                                                                                                                                                   120140429160357659
4.3.2.1.9                                         5908                                                                       TISSUE EXAM(SP)                                                                                                                                                                                                                                                2.16.840.1.113883.3.42.127.56.281                 1785                                                                       TISSUE EXAM                                                                                                                                                                                                                                                    120140429160357659
4.3.2.1.9                                         5909                                                                       FNA CYTO FINE NEEDLE ASPIRATE                                                                                                                                                                                                                                  2.16.840.1.113883.3.42.127.56.281                 3511                                                                       FNA (FINE NEEDLE ASPIRATE)**                                                                                                                                                                                                                                   120140429160357660
4.3.2.1.9                                         5910                                                                       NON GYNE CYTOLOGY                                                                                                                                                                                                                                              2.16.840.1.113883.3.42.127.56.281                 3635                                                                       CYTOLOGIC NON-GYN                                                                                                                                                                                                                                              120140429160357660
4.3.2.1.9                                         5911                                                                       CYTOLOGIC GYN                                                                                                                                                                                                                                                  2.16.840.1.113883.3.42.127.56.281                 3634                                                                       CYTOLOGIC GYN                                                                                                                                                                                                                                                  120140429160357660
4.3.2.1.9                                         5928                                                                       H&H                                                                                                                                                                                                                                                            2.16.840.1.113883.3.42.127.56.281                 2223                                                                       H/H                                                                                                                                                                                                                                                            120140429160357660
4.3.2.1.9                                         5930                                                                       GRAM STAIN AND CULTURE                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.56.281                 5576                                                                       GRAM STAIN AND CULTURE                                                                                                                                                                                                                                         120140429160357661
4.3.2.1.9                                         5934                                                                       FUNGAL CULTURE AND KOH PREP                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.281                 6188                                                                       FUNGAL CULTURE AND KOH PREP                                                                                                                                                                                                                                    120140429160357761
4.3.2.1.9                                         5935                                                                       OVA & PARASITES, STOOL                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.56.281                 5754                                                                       OVA & PARASITES, STOOL                                                                                                                                                                                                                                         120140429160357762
4.3.2.1.9                                         5936                                                                       rapid flu                                                                                                                                                                                                                                                      2.16.840.1.113883.3.42.127.56.281                 5641                                                                       rapid flu                                                                                                                                                                                                                                                      120140429160357762
4.3.2.1.9                                         5937                                                                       VIRAL CULTURE                                                                                                                                                                                                                                                  2.16.840.1.113883.3.42.127.56.281                 3354                                                                       VIRAL CULTURE (N)                                                                                                                                                                                                                                              120140429160357768
4.3.2.1.9                                         5938                                                                       GRAM VAG/CS                                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.281                 6208                                                                       GRAM VAG/CS                                                                                                                                                                                                                                                    120140429160357768
4.3.2.1.9                                         5939                                                                       TRICHOMONAS                                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.281                 4648                                                                       TRICHOMONAS                                                                                                                                                                                                                                                    120140429160357769
4.3.2.1.9                                         5945                                                                       SPECIFIC FRAVITY MANUAL (DOD ONLY)                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.56.281                 5749                                                                       SPECIFIC GRAVITY                                                                                                                                                                                                                                               120140429160357769
4.3.2.1.9                                         643                                                                        PAP SMEAR                                                                                                                                                                                                                                                      2.16.840.1.113883.3.42.127.56.281                 3634                                                                       CYTOLOGIC GYN                                                                                                                                                                                                                                                  120140429160357769
4.3.2.1.9                                         668                                                                        B6                                                                                                                                                                                                                                                             2.16.840.1.113883.3.42.127.56.281                 3687                                                                       B6                                                                                                                                                                                                                                                             120140429160357770
4.3.2.1.9                                         719                                                                        BONE MARROW                                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.281                 3512                                                                       BONE MARROW BIOPSY                                                                                                                                                                                                                                             120140429160357770
4.3.2.1.9                                         901                                                                        ldl                                                                                                                                                                                                                                                            2.16.840.1.113883.3.42.127.56.281                 1740                                                                       ldl                                                                                                                                                                                                                                                            120140429160357858
4.3.5.3                                           1016                                                                       NARIS                                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.295                 1016                                                                       NARIS                                                                                                                                                                                                                                                          120140429160357859
4.3.5.3                                           1057                                                                       MAMMARY CYTOLOGIC MATERIAL                                                                                                                                                                                                                                     2.16.840.1.113883.3.42.127.56.295                 1057                                                                       MAMMARY CYTOLOGIC MATERIAL                                                                                                                                                                                                                                     120140429160357859
4.3.5.3                                           124                                                                        BRONCHIAL WASHING CYTOLOGIC MATERIAL                                                                                                                                                                                                                           2.16.840.1.113883.3.42.127.56.295                 3533                                                                       BRONCHIAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                   120140429160357859
4.3.5.3                                           127                                                                        BRONCHIAL BRUSHING CYTOLOGIC MATERIAL                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.295                 127                                                                        BRONCHIAL BRUSHING CYTOLOGIC MATERIAL                                                                                                                                                                                                                          120140429160357859
4.3.5.3                                           139                                                                        FECES                                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.295                 139                                                                        FECES                                                                                                                                                                                                                                                          120140429160357860
4.3.5.3                                           167                                                                        VAGINAL-CERVICAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                            2.16.840.1.113883.3.42.127.56.295                 167                                                                        VAGINAL-CERVICAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                            120140429160357860
4.3.5.3                                           18                                                                         PITUITARY GLAND                                                                                                                                                                                                                                                2.16.840.1.113883.3.42.127.56.295                 18                                                                         PITUITARY GLAND                                                                                                                                                                                                                                                120140429160357860
4.3.5.3                                           180                                                                        FOOT                                                                                                                                                                                                                                                           2.16.840.1.113883.3.42.127.56.295                 180                                                                        FOOT                                                                                                                                                                                                                                                           120140429160357861
4.3.5.3                                           203                                                                        NASAL SWAB                                                                                                                                                                                                                                                     2.16.840.1.113883.3.42.127.56.295                 59                                                                         SKIN APPENDAGE                                                                                                                                                                                                                                                 120140429160357861
4.3.5.3                                           25                                                                         OVARY                                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.295                 25                                                                         OVARY                                                                                                                                                                                                                                                          120140429160357974
4.3.5.3                                           3117                                                                       SYNOVIAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.295                 3117                                                                       SYNOVIAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                    120140429160357974
4.3.5.3                                           315                                                                        SKIN                                                                                                                                                                                                                                                           2.16.840.1.113883.3.42.127.56.295                 315                                                                        SKIN                                                                                                                                                                                                                                                           120140429160357975
4.3.5.3                                           319                                                                        BONE MARROW                                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.295                 319                                                                        BONE MARROW                                                                                                                                                                                                                                                    120140429160357975
4.3.5.3                                           3533                                                                       BRONCHIAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                   2.16.840.1.113883.3.42.127.56.295                 124                                                                        BRONCHIAL WASHING                                                                                                                                                                                                                                              120140429160357975
4.3.5.3                                           359                                                                        BODY AS A WHOLE                                                                                                                                                                                                                                                2.16.840.1.113883.3.42.127.56.295                 359                                                                        FULL                                                                                                                                                                                                                                                           120140429160357976
4.3.5.3                                           360                                                                        SPUTUM                                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.56.295                 360                                                                        SPUTUM                                                                                                                                                                                                                                                         120140429160357977
4.3.5.3                                           363                                                                        EAR                                                                                                                                                                                                                                                            2.16.840.1.113883.3.42.127.56.295                 363                                                                        EAR                                                                                                                                                                                                                                                            120140429160357977
4.3.5.3                                           5137                                                                       BILE DUCT CYTOLOGIC MATERIAL                                                                                                                                                                                                                                   2.16.840.1.113883.3.42.127.56.295                 5137                                                                       BILE DUCT CYTOLOGIC MATERIAL                                                                                                                                                                                                                                   120140429160357977
4.3.5.3                                           5504                                                                       PERITONEAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                  2.16.840.1.113883.3.42.127.56.295                 5504                                                                       PERITONEAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                  120140429160357978
4.3.5.3                                           5855                                                                       URETERAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                    2.16.840.1.113883.3.42.127.56.295                 5855                                                                       URETERAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                    120140429160358093
4.3.5.3                                           5969                                                                       ENDOCERVIX                                                                                                                                                                                                                                                     2.16.840.1.113883.3.42.127.56.295                 5969                                                                       ENDOCERVIX                                                                                                                                                                                                                                                     120140429160358094
4.3.5.3                                           60                                                                         PHARYNX                                                                                                                                                                                                                                                        2.16.840.1.113883.3.42.127.56.295                 60                                                                         PHARYNX                                                                                                                                                                                                                                                        120140429160358094
4.3.5.3                                           6238                                                                       VAGINAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                     2.16.840.1.113883.3.42.127.56.295                 6238                                                                       VAGINAL CYTOLOGIC MATERIAL                                                                                                                                                                                                                                     120140429160358094
4.3.5.3                                           71                                                                         URINE                                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.295                 8842                                                                       URINE                                                                                                                                                                                                                                                          120140429160358095
4.3.5.3                                           72                                                                         SERUM                                                                                                                                                                                                                                                          2.16.840.1.113883.3.42.127.56.295                 72                                                                         SERUM                                                                                                                                                                                                                                                          120140429160358095
4.3.5.3                                           73                                                                         PLASMA                                                                                                                                                                                                                                                         2.16.840.1.113883.3.42.127.56.295                 73                                                                         PLASMA                                                                                                                                                                                                                                                         120140429160358095
